News_Source,Bias,Reporting,Country,Credibility,Media_Type,Traffic,Popularity_Estimate,link
De Speld,Satire,,Netherlands,N/A,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/de-speld-bias/
Spiked Magazine,Right,Mixed,United Kingdom,Medium Credibility,Magazine,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/spiked-magazine/
Spin (Magazine),Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/spin-magazine/
DeathandTaxes,Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/deathandtaxes/
Southern Poverty Law Center (SPLC),Left,High,United States,High Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/southern-poverty-law-center/
Splinter,Left,Mixed,United States,Medium Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/splinter/
Sports Pickle,Satire,,United States,N/A,,No Data,No Data,https://mediabiasfactcheck.com/sports-pickle/
Spotlight PA,Least Biased,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/spotlight-pa/
springfield City Wire,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/springfield-city-wire-bias/
Springfield News-Sun,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/springfield-news-sun-bias/
Spring Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/spring-times/
Sputnik,Questionable Sources,Very Low,Russia,Low Credibility,News Agency,High Traffic,High Traffic,https://mediabiasfactcheck.com/sputnik-news/
Salem Radio Network News,Right-Center,High,United States,High Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/
Stamford Advocate,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/stamford-advocate/
De Standaard,Least Biased,High,Belgium,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/de-standaard-bias/
Utah Standard-Examiner,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/utah-standard-examiner/
The Standard,Right-Center,Mixed,Kenya,Medium Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/the-standard-kenya/
Stanislaus News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stanislaus-news/
Honolulu Star-Advertiser,Left-Center,High,United States,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/honolulu-star-advertiser/
The Star Democrat,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-star-democrat/
Stares at the World,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stares-at-the-world/
Culpeper Star-Exponent,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/culpeper-star-exponent-bias/
Scottsbluff Star-Herald,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/scottsbluff-star-herald-bias/
Pocahontas Star Herald,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/pocahontas-star-herald-bias/
Star Political,Right,Mixed,United States,Medium Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/star-political/
Minneapolis Star-Tribune,Left-Center,High,United States,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/minneapolis-star-tribune/
State of the Nation,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/state-of-the-union-2012/
The State Press (Arizona),Left-Center,High,United States,High Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/the-state-press-arizona/
Austin American-Statesman,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/austin-american-statesman/
Statesman Journal,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/statesman-journal/
Statesville Record & Landmark,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/statesville-record-landmark/
Statista,Least Biased,High,Germany,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/statista/
STAT (News),Left-Center,High,United States,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/stat-news/
St. Augustine Record,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/st-augustine-record-bias/
St. Clair Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/st-claire-today-bias/
Steadfast and Loyal,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/steadfast-and-loyal/
Steadfast Clash,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/steadfast-clash-bias/
Steadfast Daily,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/steadfast-daily/
Steamboat Pilot & Today,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/steamboat-pilot-today-bias/
Stepfeed,Left-Center,Mixed,United Arab Emirates,Medium Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/stepfeed/
Stillness in the Storm,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/stillness-in-the-storm/
Stilton's Place,Satire,,United States,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stiltons-place/
St. Joe-Benton Harbor News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/st-joe-benton-harbor-news-bias/
St. Louis Post-Dispatch,Left-Center,High,United States,High Credibility,,High Traffic,High Traffic,https://mediabiasfactcheck.com/st-louis-post-dispatch/
Stone Cold Truth,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stone-cold-truth/
StopFake,Left-Center,High,Ukraine,High Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stopfake/
Stopping Socialism,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/stopping-socialism/
Daily Stormer,Questionable Sources,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/daily-stormer/
Stormfront,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/stormfront/
St. Pete for Peace,Left,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/st-pete-for-peace/
St. Pete Standard,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/st-pete-standard/
The Straits Times,Right-Center,Mostly Factual,Singapore,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/the-straits-times/
StrategyPage,Least Biased,High,United States,High Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/strategypage/
The Stream,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Organization/Foundation,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/the-stream/
Stars and Stripes,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/stars-and-stripes/
Stubhill News,Satire,,United States,N/A,,No Data,No Data,https://mediabiasfactcheck.com/stubhill-news/
Student News Daily,Right-Center,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/student-daily-news/
Stuff,Left-Center,High,New Zealand,High Credibility,Website Only,High Traffic,High Traffic,https://mediabiasfactcheck.com/stuff/
Stuppid,Satire,,United States,N/A,,No Data,No Data,https://mediabiasfactcheck.com/stuppid/
Sturgis-Coldwater News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sturgis-coldwater-news-bias/
Subject Politics,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,Website Only,No Data,No Data,https://mediabiasfactcheck.com/subject-politics/
Suffolk Gazette,Satire,,United Kingdom,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/suffolk-gazette/
Summit News,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/summit-news/
Summit Daily News,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/summit-daily-news-bias/
Sumter Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sumter-times/
Gladbrook Sun-Courier,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/gladbrook-sun-courier-bias/
Reinbeck Courier,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/reinbeck-courier-bias/
South Florida Sun-Sentinel,Least Biased,High,United States,High Credibility,Newspaper,High Traffic,High Traffic,https://mediabiasfactcheck.com/south-florida-sun-sentinel/
Vincennes Sun-Commerical,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/vincennes-sun-commercial-bias/
Sunday Sport,Satire,,United Kingdom,N/A,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sunday-sport/
Sunflower State News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sunflower-state-news-bias/
Williamsport Sun-Gazette,Right-Center,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/williamsport-sun-gazette/
Biloxi Sun Herald,Least Biased,High,United States,High Credibility,Newspaper,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/biloxi-sun-herald/
Sunlight Foundation,Left-Center,High,United States,High Credibility,,No Data,No Data,https://mediabiasfactcheck.com/sunlight-foundation/
Sunshine Sentinel,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sunshine-sentinel/
SupplementReference.com,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/supplementreference-com/
Support Israel Now,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/support-israel-now/
Surrey Now-Leader,Left-Center,High,Canada,High Credibility,Newspaper,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/surrey-now-leader-bias/
SurvivalBlog.com,Questionable Sources,Low,United States,Low Credibility,,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/survivalblog-com/
Sussex Review,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sussex-review/
Sustainable Pulse,Conspiracy-Pseudoscience,Low,United States,Low Credibility,,No Data,No Data,https://mediabiasfactcheck.com/sustainable-pulse/
SW Alaska News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-alaska-news/
SwampDrain.com,Questionable Sources,Low,Unknown or Invalid Region,Low Credibility,,No Data,No Data,https://mediabiasfactcheck.com/swampdrain-com/
Swarajya,Questionable Sources,Low,India,Low Credibility,,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/swarajya/
SW Arizona News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-arizona-news/
SW Arkansas Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-arkansas-times/
SW Bluegrass News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-bluegrass-news-bias/
SW Colorado News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-colorado-news/
SW Connecticut News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-connecticut-news/
SW Georgia News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-georgia-news/
South West Illinois News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/south-west-illinois-news/
SW Indiana News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-indiana-news-bias/
SW Iowa Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-iowa-times-bias/
SWI - Swissinfo.ch,Left-Center,High,Switzerland,High Credibility,,Medium Traffic,Medium Traffic,https://mediabiasfactcheck.com/swi-swissinfo-ch/
SW Kansas News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-kansas-news-bias/
SW Louisiana News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,Minimal Traffic,https://mediabiasfactcheck.com/sw-louisiana-news-bias/
